Year,Code      Age  Both sexes        Male      Female
1981,38    ND 56        5892        2913        2979
1981,38    ND 57        5978        2905        3073
1981,38    ND 58        5646        2822        2824
1981,38    ND 59        5889        2928        2961
1981,38    ND 60        5854        2903        2951
1981,38    ND 61        5519        2720        2799
1981,38    ND 62        5288        2571        2717
1981,38    ND 63        5609        2780        2829
1981,38    ND 64        5763        2772        2991
1981,38    ND 65        5297        2525        2772
1981,38    ND 66        5376        2504        2872
1981,38    ND 67        5051        2492        2559
1981,38    ND 68        5125        2445        2680
1981,38    ND 69        5063        2317        2746
1981,38    ND 70        4865        2195        2670
1981,38    ND 71        4587        2113        2474
1981,38    ND 72        4418        2024        2394
1981,38    ND 73        4033        1846        2187
1981,38    ND 74        3864        1747        2117
1981,38    ND 75        3746        1620        2126
1981,38    ND 76        3486        1506        1980
1981,38    ND 77        3131        1299        1832
1981,38    ND 78        2976        1302        1674
1981,38    ND 79        2604        1117        1487
1981,38    ND 80        2468         988        1480
1981,38    ND 81        2196         886        1310
1981,38    ND 82        2002         793        1209
1981,38    ND 83        1817         718        1099
1981,38    ND 84        1671         649        1022
1981,38    ND 85        8493        2979        5514
1981,39    OH  0      166702       85427       81275
1981,39    OH  1      161721       82779       78942
1981,39    OH  2      158437       80917       77520
1981,39    OH  3      155583       79817       75766
1981,39    OH  4      155602       79559       76043
1981,39    OH  5      149737       76856       72881
1981,39    OH  6      153606       78806       74800
1981,39    OH  7      152392       78042       74350
1981,39    OH  8      151800       77851       73949
1981,39    OH  9      168365       86018       82347
1981,39    OH 10      186671       95657       91014
1981,39    OH 11      178100       91181       86919
1981,39    OH 12      173666       88912       84754
1981,39    OH 13      170434       87288       83146
1981,39    OH 14      175097       89512       85585
1981,39    OH 15      180505       92077       88428
1981,39    OH 16      190471       97637       92834
1981,39    OH 17      197540      100681       96859
1981,39    OH 18      194091       96788       97303
1981,39    OH 19      202771       99525      103246
1981,39    OH 20      203897       99863      104034
1981,39    OH 21      196358       96043      100315
1981,39    OH 22      198083       97247      100836
1981,39    OH 23      201186       99312      101874
1981,39    OH 24      201830      100060      101770
1981,39    OH 25      194129       95887       98242
1981,39    OH 26      189586       93693       95893
1981,39    OH 27      184769       91293       93476
1981,39    OH 28      172653       85349       87304
1981,39    OH 29      181953       89837       92116
1981,39    OH 30      175824       86139       89685
1981,39    OH 31      166049       81612       84437
1981,39    OH 32      168320       82119       86201
1981,39    OH 33      166393       81654       84739
1981,39    OH 34      183879       90627       93252
1981,39    OH 35      127171       62040       65131
1981,39    OH 36      124283       60433       63850
1981,39    OH 37      127636       61896       65740
1981,39    OH 38      136302       66332       69970
1981,39    OH 39      129078       62656       66422
1981,39    OH 40      120594       58020       62574
1981,39    OH 41      111048       53846       57202
1981,39    OH 42      112209       53992       58217
1981,39    OH 43      112853       54641       58212
1981,39    OH 44      109051       52794       56257
1981,39    OH 45      105892       51253       54639
1981,39    OH 46      108139       52300       55839
1981,39    OH 47      104369       50394       53975
1981,39    OH 48       98959       48031       50928
1981,39    OH 49      107637       52065       55572
1981,39    OH 50      112572       53991       58581
1981,39    OH 51      110737       53775       56962
1981,39    OH 52      112541       54245       58296
1981,39    OH 53      117899       57245       60654
1981,39    OH 54      118624       56718       61906
1981,39    OH 55      114957       54409       60548
1981,39    OH 56      116759       55367       61392
1981,39    OH 57      119277       56412       62865
1981,39    OH 58      110204       51686       58518
1981,39    OH 59      114605       53701       60904
1981,39    OH 60      110817       52161       58656
1981,39    OH 61      101792       47971       53821
1981,39    OH 62       95767       44483       51284
1981,39    OH 63       96332       44769       51563
1981,39    OH 64       93838       42913       50925
1981,39    OH 65       88988       40211       48777
1981,39    OH 66       86343       38459       47884
1981,39    OH 67       82283       36492       45791
1981,39    OH 68       78261       34085       44176
1981,39    OH 69       74291       31819       42472
1981,39    OH 70       69411       29371       40040
1981,39    OH 71       65376       27311       38065
